parcode,trial,location,category,novelty
2,9,1,4,5
2,9,1,4,5
2,9,1,4,5
2,9,1,4,5
2,9,1,4,5
2,9,1,4,5
2,9,0,0,0
2,9,0,0,0
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,5,4,1
2,9,0,0,0
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,1,4,6
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,8,2,1
2,9,0,0,0
2,9,7,3,4
2,9,7,3,4
2,9,7,3,4
2,9,7,3,4
2,9,7,3,4
2,9,7,3,4
2,9,7,3,4
2,9,7,3,4
2,9,6,1,5
2,9,6,1,5
2,9,6,1,5
2,9,6,1,5
2,9,6,1,5
2,9,6,1,5
2,9,6,1,5
2,9,6,1,5
2,9,6,1,5
2,9,0,0,0
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,4,2,1
2,9,0,0,0
2,9,8,2,2
2,9,8,2,2
2,9,8,2,2
2,9,8,2,2
2,9,8,2,2
2,9,8,2,2
2,9,8,2,2
2,9,8,2,2
2,9,8,2,2
2,9,8,2,2
2,9,0,0,0
2,10,0,0,0
2,10,0,0,0
2,10,0,0,0
2,10,0,0,0
2,10,0,0,0
2,10,0,0,0
2,10,0,0,0
2,10,0,0,0
2,10,0,0,0
2,10,1,1,1
2,10,1,1,1
2,10,1,1,1
2,10,1,1,1
2,10,1,1,1
2,10,1,1,1
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,2,3,4
2,10,0,0,0
2,10,1,1,2
2,10,1,1,2
2,10,1,1,2
2,10,1,1,2
2,10,1,1,2
2,10,1,1,2
2,10,1,1,2
2,10,1,1,2
2,10,1,1,2
2,10,1,1,2
2,10,1,1,2
2,10,0,0,0
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,4,3,1
2,10,0,0,0
2,10,6,4,2
2,10,6,4,2
2,10,6,4,2
2,10,6,4,2
2,10,6,4,2
2,10,6,4,2
2,10,6,4,2
2,10,6,4,2
2,10,6,4,2
2,10,6,4,2
2,10,6,4,2
2,10,0,0,0
2,10,5,1,4
2,10,5,1,4
2,10,5,1,4
2,10,5,1,4
2,10,5,1,4
2,10,5,1,4
2,10,5,1,4
2,10,5,1,4
2,10,5,1,4
2,10,6,4,3
2,10,6,4,3
2,10,6,4,3
2,10,6,4,3
2,10,6,4,3
2,10,6,4,3
2,10,6,4,3
2,10,6,4,3
2,10,0,0,0
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,7,4,3
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,8,2,1
2,10,1,1,3
2,10,1,1,3
2,10,1,1,3
2,10,1,1,3
2,10,1,1,3
2,10,1,1,3
2,10,1,1,3
2,10,1,1,3
2,10,1,1,3
2,10,1,1,3
2,10,0,0,0
2,10,3,2,1
2,10,3,2,1
2,10,3,2,1
2,10,3,2,1
2,10,3,2,1
2,10,3,2,1
2,10,3,2,1
2,10,3,2,1
2,10,3,2,1
2,10,3,2,1
2,10,3,2,1
2,10,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,1,3,2
2,11,0,0,0
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,7,4,4
2,11,6,3,1
2,11,6,3,1
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,0,0,0
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,6,3,2
2,11,0,0,0
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,7,4,5
2,11,0,0,0
2,11,0,0,0
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,3,4,7
2,11,0,0,0
2,11,8,2,2
2,11,8,2,2
2,11,8,2,2
2,11,8,2,2
2,11,8,2,2
2,11,8,2,2
2,11,8,2,2
2,11,8,2,2
2,11,8,2,2
2,11,0,0,0
2,11,2,1,1
2,11,2,1,1
2,11,2,1,1
2,11,2,1,1
2,11,2,1,1
2,11,2,1,1
2,11,2,1,1
2,11,2,1,1
2,11,2,1,1
2,11,2,1,1
2,11,2,1,1
2,11,0,0,0
2,11,5,1,5
2,11,5,1,5
2,11,5,1,5
2,11,5,1,5
2,11,5,1,5
2,11,5,1,5
2,11,5,1,5
2,11,5,1,5
2,11,5,1,5
2,11,5,1,5
2,11,0,0,0
2,12,0,0,0
2,12,0,0,0
2,12,0,0,0
2,12,0,0,0
2,12,0,0,0
2,12,0,0,0
2,12,0,0,0
2,12,0,0,0
2,12,1,4,6
2,12,1,4,6
2,12,1,4,6
2,12,1,4,6
2,12,1,4,6
2,12,1,4,6
2,12,0,0,0
2,12,0,0,0
2,12,1,4,7
2,12,1,4,7
2,12,1,4,7
2,12,1,4,7
2,12,1,4,7
2,12,1,4,7
2,12,1,4,7
2,12,1,4,7
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,8,3,1
2,12,7,4,8
2,12,7,4,8
2,12,7,4,8
2,12,7,4,8
2,12,7,4,8
2,12,7,4,8
2,12,7,4,8
2,12,7,4,8
2,12,7,4,8
2,12,7,4,8
2,12,0,0,0
2,12,6,3,5
2,12,6,3,5
2,12,6,3,5
2,12,6,3,5
2,12,6,3,5
2,12,6,3,5
2,12,6,3,5
2,12,6,3,5
2,12,6,3,5
2,12,0,0,0
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,4,1,1
2,12,3,1,4
2,12,3,1,4
2,12,3,1,4
2,12,3,1,4
2,12,3,1,4
2,12,3,1,4
2,12,3,1,4
2,12,0,0,0
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,2,2,2
2,12,0,0,0
2,12,0,0,0
2,12,0,0,0
2,12,0,0,0
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,5,2,4
2,12,0,0,0
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,6,3,6
2,12,0,0,0
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,7,4,9
2,12,0,0,0
2,12,6,3,7
2,12,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,5,2,5
2,13,5,2,5
2,13,5,2,5
2,13,5,2,5
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,1,3,2
2,13,1,3,2
2,13,1,3,2
2,13,1,3,2
2,13,1,3,2
2,13,1,3,2
2,13,1,3,2
2,13,1,3,2
2,13,1,3,2
2,13,1,3,2
2,13,0,0,0
2,13,8,3,3
2,13,8,3,3
2,13,8,3,3
2,13,8,3,3
2,13,8,3,3
2,13,8,3,3
2,13,8,3,3
2,13,8,3,3
2,13,8,3,3
2,13,8,3,3
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,8,3,4
2,13,8,3,4
2,13,8,3,4
2,13,8,3,4
2,13,8,3,4
2,13,8,3,4
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,7,1,5
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,6,1,1
2,13,0,0,0
2,13,4,4,4
2,13,4,4,4
2,13,4,4,4
2,13,4,4,4
2,13,4,4,4
2,13,4,4,4
2,13,4,4,4
2,13,4,4,4
2,13,4,4,4
2,13,4,4,4
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,3,4,10
2,13,0,0,0
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,2,2,1
2,13,3,4,11
2,13,3,4,11
2,13,3,4,11
2,13,3,4,11
2,13,3,4,11
2,13,3,4,11
2,13,3,4,11
2,13,3,4,11
2,13,3,4,11
2,13,2,2,2
2,13,2,2,2
2,13,2,2,2
2,13,2,2,2
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,0,0,0
2,13,2,2,3
2,13,2,2,3
2,13,2,2,3
2,13,2,2,3
2,13,2,2,3
2,13,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,8,3,6
2,14,8,3,6
2,14,8,3,6
2,14,8,3,6
2,14,8,3,6
2,14,8,3,6
2,14,8,3,6
2,14,8,3,6
2,14,8,3,6
2,14,8,3,6
2,14,8,3,6
2,14,0,0,0
2,14,3,2,2
2,14,3,2,2
2,14,3,2,2
2,14,3,2,2
2,14,3,2,2
2,14,3,2,2
2,14,3,2,2
2,14,3,2,2
2,14,0,0,0
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,6,2,1
2,14,0,0,0
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,8,3,7
2,14,0,0,0
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,4,3,1
2,14,0,0,0
2,14,7,4,6
2,14,7,4,6
2,14,7,4,6
2,14,7,4,6
2,14,7,4,6
2,14,7,4,6
2,14,7,4,6
2,14,7,4,6
2,14,7,4,6
2,14,7,4,6
2,14,7,4,6
2,14,0,0,0
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,2,4,8
2,14,1,1,6
2,14,1,1,6
2,14,1,1,6
2,14,1,1,6
2,14,1,1,6
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,0,0,0
2,14,2,4,9
2,14,2,4,9
2,14,2,4,9
2,14,2,4,9
2,14,2,4,9
2,14,2,4,9
2,14,2,4,9
2,14,2,4,9
2,14,2,4,9
2,14,0,0,0
2,14,7,4,7
2,14,7,4,7
2,14,7,4,7
2,14,7,4,7
2,14,7,4,7
2,14,0,0,0
2,15,0,0,0
2,15,0,0,0
2,15,0,0,0
2,15,0,0,0
2,15,0,0,0
2,15,0,0,0
2,15,0,0,0
2,15,0,0,0
2,15,2,1,2
2,15,2,1,2
2,15,2,1,2
2,15,2,1,2
2,15,0,0,0
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,8,4,5
2,15,0,0,0
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,6,4,4
2,15,0,0,0
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,5,3,8
2,15,0,0,0
2,15,4,1,1
2,15,4,1,1
2,15,4,1,1
2,15,4,1,1
2,15,4,1,1
2,15,4,1,1
2,15,4,1,1
2,15,4,1,1
2,15,4,1,1
2,15,4,1,1
2,15,4,1,1
2,15,0,0,0
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,3,3,3
2,15,0,0,0
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,1,2,1
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,15,7,2,3
2,16,0,0,0
2,16,0,0,0
2,16,0,0,0
2,16,0,0,0
2,16,0,0,0
2,16,0,0,0
2,16,0,0,0
2,16,0,0,0
2,16,1,3,3
2,16,1,3,3
2,16,1,3,3
2,16,1,3,3
2,16,1,3,3
2,16,1,3,3
2,16,1,3,3
2,16,1,3,3
2,16,1,3,3
2,16,1,3,3
2,16,1,3,3
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,8,4,10
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,7,4,1
2,16,6,2,3
2,16,6,2,3
2,16,6,2,3
2,16,6,2,3
2,16,6,2,3
2,16,6,2,3
2,16,6,2,3
2,16,6,2,3
2,16,6,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,5,2,3
2,16,0,0,0
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,6,2,4
2,16,4,3,8
2,16,4,3,8
2,16,4,3,8
2,16,4,3,8
2,16,4,3,8
2,16,4,3,8
2,16,4,3,8
2,16,0,0,0
2,16,6,2,5
2,16,6,2,5
2,16,6,2,5
2,16,6,2,5
2,16,6,2,5
2,16,6,2,5
2,16,6,2,5
2,16,6,2,5
2,16,6,2,5
2,16,0,0,0
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,4,3,9
2,16,0,0,0
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,3,1,1
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,2,1,2
2,16,0,0,0
2,17,0,0,0
2,17,0,0,0
2,17,0,0,0
2,17,0,0,0
2,17,0,0,0
2,17,0,0,0
2,17,0,0,0
2,17,8,3,10
2,17,8,3,10
2,17,8,3,10
2,17,8,3,10
2,17,8,3,10
2,17,8,3,10
2,17,8,3,10
2,17,8,3,10
2,17,0,0,0
2,17,0,0,0
2,17,1,3,9
2,17,1,3,9
2,17,1,3,9
2,17,1,3,9
2,17,1,3,9
2,17,1,3,9
2,17,1,3,9
2,17,8,3,11
2,17,8,3,11
2,17,8,3,11
2,17,8,3,11
2,17,8,3,11
2,17,8,3,11
2,17,8,3,11
2,17,8,3,11
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,1,3,10
2,17,0,0,0
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,2,1,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,3,2,1
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,4,4,11
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,5,4,5
2,17,0,0,0
2,17,4,4,12
2,17,4,4,12
2,17,4,4,12
2,17,4,4,12
2,17,4,4,12
